ColumnA	ColumnB	ColumnC
1	Vehicle	21.50837988826816
1	Vehicle	18.23617339312407
1	Vehicle	46.45161290322581
1	Vehicle	39.37583001328021
1	Vehicle	26.06382978723404
1	Vehicle	35.66037735849056
1	Vehicle	41.60583941605839
1	Vehicle	64.4578313253012
1	Vehicle	20.42755344418052
1	Vehicle	31.56146179401993
1	Vehicle	24.64285714285714
1	Vehicle	34.96932515337424
2	Vehicle	40.75067024128686
2	Vehicle	41.66666666666666
2	Vehicle	12.11631663974152
2	Vehicle	21.29032258064516
2	Vehicle	36.27450980392157
2	Vehicle	29.41176470588235
2	Vehicle	28.34645669291339
2	Vehicle	35.43956043956044
2	Vehicle	12.82367447595561
2	Vehicle	34.42622950819672
2	Vehicle	35.85858585858586
2	Vehicle	11.30012150668287
2	Vehicle	28.44827586206896
2	Vehicle	37.08609271523179
2	Vehicle	15.21035598705502
2	Vehicle	18.18181818181818
2	Vehicle	6.733668341708543
2	Vehicle	21.44578313253012
3	Vehicle	17.28395061728395
3	Vehicle	20
3	Vehicle	33.71647509578544
3	Vehicle	51.41955835962145
3	Vehicle	42.9805615550756
3	Vehicle	30.05690636316606
3	Vehicle	34.68085106382978
3	Vehicle	37.5
3	Vehicle	32.43243243243244
3	Vehicle	38.93805309734513
3	Vehicle	36.99186991869919
3	Vehicle	27.40604949587534
3	Vehicle	46.75324675324676
3	Vehicle	58.06451612903226
3	Vehicle	23.68421052631579
3	Vehicle	35.55555555555556
3	Vehicle	35.20140105078809
3	Vehicle	46.91689008042896
1	Tamoxifen	15.93137254901961
1	Tamoxifen	39.00709219858156
1	Tamoxifen	22.93233082706767
1	Tamoxifen	31.58584534731324
1	Tamoxifen	31.43712574850299
1	Tamoxifen	27.04545454545455
1	Tamoxifen	13.20754716981132
1	Tamoxifen	32.78195488721804
1	Tamoxifen	20.66752246469833
1	Tamoxifen	32.21343873517787
1	Tamoxifen	33.57400722021661
1	Tamoxifen	38.38235294117647
2	Tamoxifen	19.27710843373494
2	Tamoxifen	26.87224669603524
2	Tamoxifen	45.72649572649573
2	Tamoxifen	33.01158301158301
2	Tamoxifen	25.10088781275222
2	Tamoxifen	28.78378378378378
2	Tamoxifen	25.20775623268698
2	Tamoxifen	36.43724696356275
2	Tamoxifen	19.74148061104583
2	Tamoxifen	23.78223495702006
2	Tamoxifen	37.02830188679246
2	Tamoxifen	18.93939393939394
2	Tamoxifen	33.18452380952381
2	Tamoxifen	17.24890829694323
2	Tamoxifen	19.27083333333333
2	Tamoxifen	15.66265060240964
2	Tamoxifen	37.82051282051282
2	Tamoxifen	17.40088105726872
2	Tamoxifen	27.64227642276423
2	Tamoxifen	31.88854489164087
2	Tamoxifen	44.03409090909091
3	Tamoxifen	13.63636363636364
3	Tamoxifen	25.27777777777778
3	Tamoxifen	29.73684210526316
3	Tamoxifen	47.67441860465117
3	Tamoxifen	15.89061345158906
3	Tamoxifen	23.68421052631579
3	Tamoxifen	38.72053872053872
3	Tamoxifen	47.87878787878788
