ColumnA	ColumnB	ColumnC
1	control	29.45570971184632
1	control	41.97456087219867
1	control	40.68627450980392
1	control	39.35389133627019
1	control	40.3
1	control	25
1	control	41.25269978401728
1	control	43.70179948586118
1	control	28.49162011173184
1	control	50
1	control	32.12121212121212
1	control	41.2621359223301
1	control	22.28915662650602
1	control	45.71966133584196
1	control	39.32584269662922
1	control	57.45577085088458
2	control	46.57097288676236
2	control	41.8552036199095
2	control	27.93594306049822
2	control	27.31023102310231
2	control	25.96212583995113
2	control	27.9126213592233
2	control	13.70786516853933
2	control	26.35294117647059
2	control	25.01727712508638
2	control	20.54794520547945
2	control	25.33616418966738
2	control	27.90395846852693
2	control	20.77669902912621
2	control	25.53398058252427
2	control	23.80664652567976
2	control	31.9593147751606
2	control	20.91713596138375
3	control	25.86206896551724
3	control	16.1038961038961
3	control	40.8296943231441
3	control	28.06430006697924
3	control	29.75871313672922
3	control	26.9767441860465
3	control	40.79861111111111
3	control	12.14285714285714
3	control	33.03571428571428
3	control	30.79646017699115
3	control	36.39455782312925
3	control	61.24604012671595
3	control	30.68475452196382
3	control	33.2860184528034
3	control	20.06861063464837
1	DynWT	45.7575758
1	DynWT	41.2674651
1	DynWT	49.9332443
1	DynWT	37.5621891
1	DynWT	37.7876106
1	DynWT	36.8606702
1	DynWT	24.3288591
1	DynWT	26.1904762
1	DynWT	38.6491557
1	DynWT	48.1891348
1	DynWT	45.2400325
1	DynWT	31.5250768
1	DynWT	30.5458769
1	DynWT	40.2999063
1	DynWT	40.7867495
1	DynWT	35.3697749
2	DynWT	31.91489361702128
2	DynWT	42.01183431952663
2	DynWT	27.6657060518732
2	DynWT	28.37423312883435
2	DynWT	30.81534772182254
2	DynWT	92.48747913188647
2	DynWT	24.0073304825901
2	DynWT	14.04303510758777
2	DynWT	39.16967509025271
2	DynWT	9.200743494423792
2	DynWT	8.031674208144796
2	DynWT	23.53356890459364
2	DynWT	12.29314420803783
2	DynWT	12.07815275310835
2	DynWT	29.46859903381642
3	DynWT	24.48453608247423
3	DynWT	22.0125786163522
3	DynWT	30.55555555555556
3	DynWT	40.54054054054054
3	DynWT	37.81512605042017
3	DynWT	19.89528795811518
3	DynWT	45.05928853754941
3	DynWT	33.20825515947467
3	DynWT	19.06779661016949
3	DynWT	28.32278481012658
3	DynWT	45.26198439241917
3	DynWT	49.55357142857143
3	DynWT	48.61111111111111
3	DynWT	41.1764705882353
3	DynWT	38.24921135646688
1	DynK44A	38.07785888077859
1	DynK44A	34.78964401294498
1	DynK44A	22.62569832402234
1	DynK44A	44.82758620689656
1	DynK44A	43.0939226519337
1	DynK44A	30.29571514785757
1	DynK44A	29.63464140730717
1	DynK44A	47.19101123595506
1	DynK44A	45.59498956158664
1	DynK44A	42.01954397394137
1	DynK44A	50.1038062283737
1	DynK44A	51.72413793103448
1	DynK44A	39.32119205298013
1	DynK44A	41.43646408839779
1	DynK44A	42.20532319391635
2	DynK44A	32.38126868150116
2	DynK44A	30.42035398230088
2	DynK44A	52.94847920546245
2	DynK44A	23.25581395348837
2	DynK44A	29.13385826771654
2	DynK44A	42.27272727272727
2	DynK44A	38.70458135860979
2	DynK44A	27.59134973900074
2	DynK44A	23.65591397849462
2	DynK44A	25
2	DynK44A	28.89908256880734
2	DynK44A	38.12260536398468
2	DynK44A	37.93103448275862
2	DynK44A	30.56410256410257
2	DynK44A	41.48319814600232
2	DynK44A	31.01522842639594
3	DynK44A	26.49681528662421
3	DynK44A	38.04713804713805
3	DynK44A	13.860103626943
3	DynK44A	51.1037527593819
3	DynK44A	41.93548387096774
3	DynK44A	24.14201183431953
3	DynK44A	26.48902821316614
3	DynK44A	19.36026936026936
3	DynK44A	48.50615114235501
3	DynK44A	34.13654618473895
3	DynK44A	38.57257417802727
3	DynK44A	20.12987012987013
