 ,Area,Mean,StdDev,Min,Max,Perim.,IntDen,RawIntDen
1,0.014,255,0,255,255,0.477,3.691,1785
2,0.037,255,0,255,255,0.798,9.492,4590
3,0.031,255,0,255,255,0.863,7.910,3825
4,0.002,255,0,255,255,0.129,0.527,255
5,0.002,255,0,255,255,0.129,0.527,255
6,0.004,255,0,255,255,0.220,1.055,510
7,0.006,255,0,255,255,0.257,1.582,765
8,0.002,255,0,255,255,0.129,0.527,255
9,0.045,255,0,255,255,0.761,11.601,5610
10,0.002,255,0,255,255,0.129,0.527,255
11,0.002,255,0,255,255,0.129,0.527,255
12,0.002,255,0,255,255,0.129,0.527,255
13,0.068,255,0,255,255,0.965,17.402,8415
14,0.002,255,0,255,255,0.129,0.527,255
15,0.081,255,0,255,255,1.045,20.566,9945
16,0.033,255,0,255,255,0.889,8.437,4080
17,0.004,255,0,255,255,0.257,1.055,510
18,0.017,255,0,255,255,0.605,4.219,2040
19,0.050,255,0,255,255,0.787,12.656,6120
20,0.087,255,0,255,255,1.238,22.148,10710
21,0.002,255,0,255,255,0.129,0.527,255
22,0.035,255,0,255,255,0.889,8.965,4335
23,0.002,255,0,255,255,0.129,0.527,255
24,0.006,255,0,255,255,0.322,1.582,765
25,0.008,255,0,255,255,0.386,2.109,1020
26,0.002,255,0,255,255,0.129,0.527,255
27,0.031,255,0,255,255,0.707,7.910,3825
28,0.014,255,0,255,255,0.659,3.691,1785
29,0.002,255,0,255,255,0.129,0.527,255
30,0.002,255,0,255,255,0.129,0.527,255
31,0.002,255,0,255,255,0.129,0.527,255
32,0.004,255,0,255,255,0.220,1.055,510
33,0.004,255,0,255,255,0.193,1.055,510
34,0.004,255,0,255,255,0.220,1.055,510
35,0.017,255,0,255,255,0.707,4.219,2040
36,0.002,255,0,255,255,0.129,0.527,255
37,0.010,255,0,255,255,0.477,2.637,1275
38,0.002,255,0,255,255,0.129,0.527,255
39,0.002,255,0,255,255,0.129,0.527,255
40,0.027,255,0,255,255,0.696,6.855,3315
41,0.043,255,0,255,255,0.927,11.074,5355
42,0.041,255,0,255,255,0.825,10.547,5100
43,0.048,255,0,255,255,0.852,12.129,5865
44,0.056,255,0,255,255,0.916,14.238,6885
45,0.004,255,0,255,255,0.220,1.055,510
46,0.027,255,0,255,255,0.605,6.855,3315
47,0.101,255,0,255,255,1.162,25.839,12495
48,0.029,255,0,255,255,0.734,7.383,3570
49,0.021,255,0,255,255,0.605,5.273,2550
50,0.060,255,0,255,255,1.082,15.293,7395
51,0.124,255,0,255,255,1.741,31.640,15300
52,0.002,255,0,255,255,0.129,0.527,255
53,0.021,255,0,255,255,0.477,5.273,2550
54,0.048,255,0,255,255,0.954,12.129,5865
55,0.031,255,0,255,255,0.734,7.910,3825
56,0.074,255,0,255,255,1.275,18.984,9180
57,0.027,255,0,255,255,0.605,6.855,3315
58,0.021,255,0,255,255,0.889,5.273,2550
59,0.002,255,0,255,255,0.129,0.527,255
60,0.002,255,0,255,255,0.129,0.527,255
61,0.002,255,0,255,255,0.129,0.527,255
62,0.002,255,0,255,255,0.129,0.527,255
63,0.110,255,0,255,255,1.484,27.949,13515
64,0.025,255,0,255,255,0.605,6.328,3060
65,0.002,255,0,255,255,0.129,0.527,255
66,0.008,255,0,255,255,0.257,2.109,1020
67,0.004,255,0,255,255,0.193,1.055,510
68,0.002,255,0,255,255,0.129,0.527,255
69,0.045,255,0,255,255,0.825,11.601,5610
70,0.002,255,0,255,255,0.129,0.527,255
71,0.002,255,0,255,255,0.129,0.527,255
72,0.008,255,0,255,255,0.348,2.109,1020
73,0.035,255,0,255,255,0.852,8.965,4335
74,0.041,255,0,255,255,1.018,10.547,5100
75,0.002,255,0,255,255,0.129,0.527,255
76,0.130,255,0,255,255,2.100,33.222,16065
77,0.012,255,0,255,255,0.450,3.164,1530
78,0.008,255,0,255,255,0.322,2.109,1020
79,0.087,255,0,255,255,1.226,22.148,10710
80,0.002,255,0,255,255,0.129,0.527,255
81,0.105,255,0,255,255,1.366,26.894,13005
82,0.008,255,0,255,255,0.386,2.109,1020
83,0.004,255,0,255,255,0.193,1.055,510
84,0.002,255,0,255,255,0.129,0.527,255
85,0.004,255,0,255,255,0.220,1.055,510
86,0.052,255,0,255,255,0.991,13.183,6375
87,0.008,255,0,255,255,0.413,2.109,1020
88,0.002,255,0,255,255,0.129,0.527,255
89,0.025,255,0,255,255,0.734,6.328,3060
90,0.002,255,0,255,255,0.129,0.527,255
