 ,Area,Mean,StdDev,Min,Max,Perim.,IntDen,RawIntDen
1,0.002,255,0,255,255,0.129,0.527,255
2,0.027,255,0,255,255,0.568,6.855,3315
3,0.002,255,0,255,255,0.129,0.527,255
4,0.101,255,0,255,255,1.264,25.839,12495
5,0.012,255,0,255,255,0.413,3.164,1530
6,0.048,255,0,255,255,0.798,12.129,5865
7,0.052,255,0,255,255,0.814,13.183,6375
8,0.124,255,0,255,255,1.291,31.640,15300
9,0.002,255,0,255,255,0.129,0.527,255
10,0.037,255,0,255,255,0.696,9.492,4590
11,0.050,255,0,255,255,0.889,12.656,6120
12,0.004,255,0,255,255,0.220,1.055,510
13,0.170,255,0,255,255,1.612,43.242,20910
14,0.002,255,0,255,255,0.129,0.527,255
15,0.021,255,0,255,255,0.541,5.273,2550
16,0.017,255,0,255,255,0.605,4.219,2040
17,0.002,255,0,255,255,0.129,0.527,255
18,0.039,255,0,255,255,0.825,10.019,4845
19,0.310,255,0,255,255,2.207,79.100,38250
20,0.008,255,0,255,255,0.257,2.109,1020
21,0.054,255,0,255,255,0.916,13.711,6630
22,0.089,255,0,255,255,1.109,22.675,10965
23,0.070,255,0,255,255,0.943,17.929,8670
24,0.298,255,0,255,255,2.142,75.936,36720
25,0.157,255,0,255,255,1.586,40.078,19380
26,0.002,255,0,255,255,0.129,0.527,255
27,0.017,255,0,255,255,0.568,4.219,2040
28,0.004,255,0,255,255,0.220,1.055,510
29,0.252,255,0,255,255,2.131,64.335,31110
30,0.041,255,0,255,255,0.825,10.547,5100
31,0.062,255,0,255,255,0.889,15.820,7650
32,0.110,255,0,255,255,1.238,27.949,13515
33,0.093,255,0,255,255,1.302,23.730,11475
34,0.025,255,0,255,255,0.605,6.328,3060
35,0.021,255,0,255,255,0.477,5.273,2550
36,0.006,255,0,255,255,0.284,1.582,765
37,0.089,255,0,255,255,1.082,22.675,10965
38,0.120,255,0,255,255,1.253,30.586,14790
39,0.019,255,0,255,255,0.477,4.746,2295
40,0.014,255,0,255,255,0.413,3.691,1785
41,0.027,255,0,255,255,0.852,6.855,3315
42,0.112,255,0,255,255,1.200,28.476,13770
43,0.056,255,0,255,255,0.852,14.238,6885
44,0.097,255,0,255,255,1.147,24.785,11985
45,0.012,255,0,255,255,0.477,3.164,1530
46,0.097,255,0,255,255,1.200,24.785,11985
47,0.056,255,0,255,255,0.927,14.238,6885
48,0.085,255,0,255,255,1.082,21.621,10455
49,0.006,255,0,255,255,0.257,1.582,765
50,0.002,255,0,255,255,0.129,0.527,255
51,0.029,255,0,255,255,0.734,7.383,3570
52,0.002,255,0,255,255,0.129,0.527,255
53,0.002,255,0,255,255,0.129,0.527,255
54,0.122,255,0,255,255,1.446,31.113,15045
55,0.002,255,0,255,255,0.129,0.527,255
56,0.006,255,0,255,255,0.348,1.582,765
57,0.019,255,0,255,255,0.643,4.746,2295
58,0.128,255,0,255,255,1.328,32.695,15810
59,0.269,255,0,255,255,2.089,68.554,33150
60,0.037,255,0,255,255,0.761,9.492,4590
61,0.045,255,0,255,255,0.798,11.601,5610
62,0.337,255,0,255,255,2.619,85.956,41565
63,0.072,255,0,255,255,1.018,18.457,8925
64,0.010,255,0,255,255,0.439,2.637,1275
65,0.002,255,0,255,255,0.129,0.527,255
66,0.120,255,0,255,255,1.317,30.586,14790
67,0.130,255,0,255,255,1.419,33.222,16065
68,0.149,255,0,255,255,1.435,37.968,18360
69,0.070,255,0,255,255,0.996,17.929,8670
70,0.033,255,0,255,255,0.632,8.437,4080
71,0.025,255,0,255,255,0.541,6.328,3060
72,0.019,255,0,255,255,0.514,4.746,2295
73,0.019,255,0,255,255,0.503,4.746,2295
74,0.066,255,0,255,255,0.954,16.875,8160
75,0.025,255,0,255,255,0.605,6.328,3060
76,0.079,255,0,255,255,1.109,20.039,9690
77,0.112,255,0,255,255,1.291,28.476,13770
78,0.031,255,0,255,255,0.696,7.910,3825
79,0.054,255,0,255,255,0.825,13.711,6630
80,0.029,255,0,255,255,0.632,7.383,3570
81,0.165,255,0,255,255,1.666,42.187,20400
82,0.037,255,0,255,255,0.670,9.492,4590
83,0.033,255,0,255,255,0.852,8.437,4080
84,0.083,255,0,255,255,1.018,21.093,10200
85,0.074,255,0,255,255,0.980,18.984,9180
86,0.304,255,0,255,255,2.078,77.518,37485
87,0.083,255,0,255,255,1.109,21.093,10200
88,0.130,255,0,255,255,1.457,33.222,16065
89,0.008,255,0,255,255,0.348,2.109,1020
