 ,Area,Mean,StdDev,Min,Max,Perim.,IntDen,RawIntDen
1,0.002,255,0,255,255,0.129,0.527,255
2,0.056,255,0,255,255,0.825,14.238,6885
3,0.002,255,0,255,255,0.129,0.527,255
4,0.002,255,0,255,255,0.129,0.527,255
5,0.112,255,0,255,255,1.382,28.476,13770
6,0.081,255,0,255,255,1.302,20.566,9945
7,0.017,255,0,255,255,0.503,4.219,2040
8,0.002,255,0,255,255,0.129,0.527,255
9,0.002,255,0,255,255,0.129,0.527,255
10,0.108,255,0,255,255,1.907,27.421,13260
11,0.006,255,0,255,255,0.348,1.582,765
12,0.002,255,0,255,255,0.129,0.527,255
13,0.002,255,0,255,255,0.129,0.527,255
14,0.141,255,0,255,255,1.832,35.859,17340
15,0.045,255,0,255,255,0.798,11.601,5610
16,0.054,255,0,255,255,0.954,13.711,6630
17,0.008,255,0,255,255,0.439,2.109,1020
18,0.054,255,0,255,255,1.109,13.711,6630
19,0.008,255,0,255,255,0.348,2.109,1020
20,0.242,255,0,255,255,2.903,61.698,29835
21,0.054,255,0,255,255,0.943,13.711,6630
22,0.114,255,0,255,255,1.446,29.004,14025
23,0.012,255,0,255,255,0.348,3.164,1530
24,0.033,255,0,255,255,0.889,8.437,4080
25,0.008,255,0,255,255,0.322,2.109,1020
26,0.033,255,0,255,255,0.734,8.437,4080
27,0.066,255,0,255,255,1.071,16.875,8160
28,0.002,255,0,255,255,0.129,0.527,255
29,0.004,255,0,255,255,0.193,1.055,510
30,0.004,255,0,255,255,0.193,1.055,510
31,0.006,255,0,255,255,0.322,1.582,765
32,0.002,255,0,255,255,0.129,0.527,255
33,0.012,255,0,255,255,0.450,3.164,1530
34,0.128,255,0,255,255,1.586,32.695,15810
35,0.048,255,0,255,255,0.863,12.129,5865
36,0.130,255,0,255,255,1.484,33.222,16065
37,0.083,255,0,255,255,1.200,21.093,10200
38,0.002,255,0,255,255,0.129,0.527,255
39,0.263,255,0,255,255,2.120,66.972,32385
40,0.037,255,0,255,255,0.670,9.492,4590
41,0.068,255,0,255,255,0.927,17.402,8415
42,0.027,255,0,255,255,0.605,6.855,3315
43,0.021,255,0,255,255,0.643,5.273,2550
44,0.060,255,0,255,255,1.521,15.293,7395
45,0.002,255,0,255,255,0.129,0.527,255
46,0.184,255,0,255,255,2.373,46.933,22695
47,0.002,255,0,255,255,0.129,0.527,255
48,0.002,255,0,255,255,0.129,0.527,255
49,0.002,255,0,255,255,0.129,0.527,255
50,0.134,255,0,255,255,1.408,34.277,16575
51,0.010,255,0,255,255,0.348,2.637,1275
52,0.002,255,0,255,255,0.129,0.527,255
53,0.002,255,0,255,255,0.129,0.527,255
54,0.033,255,0,255,255,0.659,8.437,4080
55,0.048,255,0,255,255,0.889,12.129,5865
56,0.025,255,0,255,255,0.707,6.328,3060
57,0.112,255,0,255,255,1.302,28.476,13770
58,0.087,255,0,255,255,1.147,22.148,10710
59,0.058,255,0,255,255,0.965,14.765,7140
60,0.105,255,0,255,255,1.521,26.894,13005
61,0.178,255,0,255,255,2.619,45.351,21930
62,0.004,255,0,255,255,0.220,1.055,510
63,0.002,255,0,255,255,0.129,0.527,255
64,0.002,255,0,255,255,0.129,0.527,255
65,0.002,255,0,255,255,0.129,0.527,255
66,0.027,255,0,255,255,0.605,6.855,3315
67,0.004,255,0,255,255,0.193,1.055,510
68,0.008,255,0,255,255,0.386,2.109,1020
69,0.035,255,0,255,255,0.659,8.965,4335
70,0.017,255,0,255,255,0.605,4.219,2040
71,0.008,255,0,255,255,0.348,2.109,1020
72,0.029,255,0,255,255,0.568,7.383,3570
73,0.087,255,0,255,255,1.109,22.148,10710
74,0.002,255,0,255,255,0.129,0.527,255
75,0.006,255,0,255,255,0.348,1.582,765
76,0.002,255,0,255,255,0.129,0.527,255
77,0.045,255,0,255,255,0.761,11.601,5610
78,0.002,255,0,255,255,0.129,0.527,255
79,0.120,255,0,255,255,1.275,30.586,14790
80,0.108,255,0,255,255,1.328,27.421,13260
81,0.064,255,0,255,255,1.018,16.347,7905
82,0.019,255,0,255,255,0.477,4.746,2295
83,0.025,255,0,255,255,0.643,6.328,3060
84,0.050,255,0,255,255,0.761,12.656,6120
85,0.108,255,0,255,255,1.302,27.421,13260
86,0.006,255,0,255,255,0.257,1.582,765
87,0.176,255,0,255,255,1.575,44.824,21675
88,0.027,255,0,255,255,0.632,6.855,3315
89,0.112,255,0,255,255,1.419,28.476,13770
90,0.041,255,0,255,255,0.761,10.547,5100
91,0.002,255,0,255,255,0.129,0.527,255
92,0.234,255,0,255,255,2.502,59.589,28815
93,0.008,255,0,255,255,0.348,2.109,1020
94,0.021,255,0,255,255,0.477,5.273,2550
95,0.004,255,0,255,255,0.193,1.055,510
96,0.002,255,0,255,255,0.129,0.527,255
97,0.033,255,0,255,255,0.621,8.437,4080
98,0.089,255,0,255,255,1.082,22.675,10965
99,0.056,255,0,255,255,0.889,14.238,6885
100,0.033,255,0,255,255,0.632,8.437,4080
101,0.008,255,0,255,255,0.257,2.109,1020
102,0.002,255,0,255,255,0.129,0.527,255
103,0.006,255,0,255,255,0.257,1.582,765
104,0.045,255,0,255,255,0.814,11.601,5610
105,0.004,255,0,255,255,0.220,1.055,510
106,0.002,255,0,255,255,0.129,0.527,255
107,0.145,255,0,255,255,1.998,36.914,17850
108,0.077,255,0,255,255,1.238,19.511,9435
109,0.095,255,0,255,255,1.532,24.257,11730
110,0.002,255,0,255,255,0.129,0.527,255
111,0.002,255,0,255,255,0.129,0.527,255
112,0.002,255,0,255,255,0.129,0.527,255
113,0.054,255,0,255,255,1.007,13.711,6630
114,0.002,255,0,255,255,0.129,0.527,255
115,0.002,255,0,255,255,0.129,0.527,255
116,0.029,255,0,255,255,0.605,7.383,3570
117,0.006,255,0,255,255,0.386,1.582,765
118,0.002,255,0,255,255,0.129,0.527,255
119,0.023,255,0,255,255,0.707,5.801,2805
120,0.017,255,0,255,255,0.568,4.219,2040
121,0.014,255,0,255,255,0.579,3.691,1785
122,0.004,255,0,255,255,0.193,1.055,510
123,0.002,255,0,255,255,0.129,0.527,255
124,0.004,255,0,255,255,0.193,1.055,510
125,0.017,255,0,255,255,0.514,4.219,2040
126,0.031,255,0,255,255,0.889,7.910,3825
127,0.035,255,0,255,255,1.082,8.965,4335
128,0.002,255,0,255,255,0.129,0.527,255
129,0.056,255,0,255,255,0.841,14.238,6885
130,0.002,255,0,255,255,0.129,0.527,255
131,0.021,255,0,255,255,0.514,5.273,2550
132,0.021,255,0,255,255,0.477,5.273,2550
133,0.136,255,0,255,255,1.408,34.804,16830
134,0.244,255,0,255,255,2.743,62.226,30090
135,0.021,255,0,255,255,0.670,5.273,2550
136,0.196,255,0,255,255,2.861,50.097,24225
137,0.157,255,0,255,255,1.623,40.078,19380
138,0.066,255,0,255,255,0.916,16.875,8160
139,0.072,255,0,255,255,1.056,18.457,8925
140,0.027,255,0,255,255,0.568,6.855,3315
141,0.149,255,0,255,255,1.730,37.968,18360
142,0.321,255,0,255,255,3.251,81.737,39525
143,0.186,255,0,255,255,1.714,47.460,22950
144,0.025,255,0,255,255,0.514,6.328,3060
145,0.066,255,0,255,255,0.954,16.875,8160
146,0.151,255,0,255,255,1.462,38.496,18615
147,0.021,255,0,255,255,0.632,5.273,2550
148,0.033,255,0,255,255,0.632,8.437,4080
149,0.048,255,0,255,255,0.927,12.129,5865
150,0.006,255,0,255,255,0.311,1.582,765
151,0.037,255,0,255,255,0.787,9.492,4590
152,0.025,255,0,255,255,0.541,6.328,3060
153,0.122,255,0,255,255,1.650,31.113,15045
154,0.043,255,0,255,255,0.852,11.074,5355
155,0.029,255,0,255,255,0.670,7.383,3570
156,0.050,255,0,255,255,0.863,12.656,6120
157,0.035,255,0,255,255,0.723,8.965,4335
158,0.045,255,0,255,255,0.761,11.601,5610
159,0.031,255,0,255,255,0.734,7.910,3825
160,0.012,255,0,255,255,0.413,3.164,1530
161,0.002,255,0,255,255,0.129,0.527,255
162,0.006,255,0,255,255,0.322,1.582,765
163,0.002,255,0,255,255,0.129,0.527,255
164,0.029,255,0,255,255,0.734,7.383,3570
165,0.012,255,0,255,255,0.386,3.164,1530
166,0.008,255,0,255,255,0.386,2.109,1020
167,0.012,255,0,255,255,0.386,3.164,1530
168,0.025,255,0,255,255,0.568,6.328,3060
169,0.002,255,0,255,255,0.129,0.527,255
170,0.023,255,0,255,255,0.514,5.801,2805
171,0.027,255,0,255,255,0.696,6.855,3315
172,0.023,255,0,255,255,0.541,5.801,2805
173,0.048,255,0,255,255,0.798,12.129,5865
174,0.126,255,0,255,255,1.730,32.168,15555
175,0.002,255,0,255,255,0.129,0.527,255
176,0.008,255,0,255,255,0.386,2.109,1020
177,0.041,255,0,255,255,0.825,10.547,5100
178,0.004,255,0,255,255,0.257,1.055,510
179,0.033,255,0,255,255,0.632,8.437,4080
180,0.019,255,0,255,255,0.514,4.746,2295
181,0.021,255,0,255,255,0.503,5.273,2550
182,0.223,255,0,255,255,2.309,56.952,27540
183,0.029,255,0,255,255,0.605,7.383,3570
184,0.027,255,0,255,255,0.568,6.855,3315
185,0.006,255,0,255,255,0.322,1.582,765
186,0.002,255,0,255,255,0.129,0.527,255
187,0.027,255,0,255,255,0.568,6.855,3315
188,0.006,255,0,255,255,0.257,1.582,765
189,0.048,255,0,255,255,0.825,12.129,5865
190,0.012,255,0,255,255,0.477,3.164,1530
191,0.041,255,0,255,255,0.761,10.547,5100
192,0.188,255,0,255,255,1.896,47.988,23205
193,0.041,255,0,255,255,0.761,10.547,5100
194,0.058,255,0,255,255,0.825,14.765,7140
195,0.060,255,0,255,255,0.889,15.293,7395
196,0.029,255,0,255,255,0.568,7.383,3570
197,0.031,255,0,255,255,0.670,7.910,3825
198,0.002,255,0,255,255,0.129,0.527,255
199,0.043,255,0,255,255,0.723,11.074,5355
200,0.033,255,0,255,255,0.659,8.437,4080
201,0.083,255,0,255,255,1.087,21.093,10200
202,0.056,255,0,255,255,0.991,14.238,6885
203,0.070,255,0,255,255,0.980,17.929,8670
204,0.070,255,0,255,255,0.916,17.929,8670
205,0.002,255,0,255,255,0.129,0.527,255
206,0.091,255,0,255,255,1.575,23.203,11220
207,0.054,255,0,255,255,0.825,13.711,6630
208,0.002,255,0,255,255,0.129,0.527,255
209,0.004,255,0,255,255,0.220,1.055,510
210,0.072,255,0,255,255,0.943,18.457,8925
211,0.008,255,0,255,255,0.348,2.109,1020
212,0.019,255,0,255,255,0.798,4.746,2295
213,0.095,255,0,255,255,1.430,24.257,11730
214,0.054,255,0,255,255,1.430,13.711,6630
215,0.004,255,0,255,255,0.220,1.055,510
216,0.021,255,0,255,255,0.761,5.273,2550
217,0.074,255,0,255,255,0.969,18.984,9180
218,0.033,255,0,255,255,0.632,8.437,4080
219,0.033,255,0,255,255,0.659,8.437,4080
220,0.002,255,0,255,255,0.129,0.527,255
221,0.025,255,0,255,255,0.605,6.328,3060
222,0.058,255,0,255,255,0.889,14.765,7140
223,0.010,255,0,255,255,0.477,2.637,1275
224,0.006,255,0,255,255,0.284,1.582,765
225,0.002,255,0,255,255,0.129,0.527,255
226,0.035,255,0,255,255,0.670,8.965,4335
227,0.056,255,0,255,255,1.200,14.238,6885
228,0.002,255,0,255,255,0.129,0.527,255
229,0.126,255,0,255,255,2.014,32.168,15555
230,0.019,255,0,255,255,0.605,4.746,2295
231,0.095,255,0,255,255,1.366,24.257,11730
232,0.134,255,0,255,255,1.548,34.277,16575
233,0.021,255,0,255,255,0.541,5.273,2550
234,0.014,255,0,255,255,0.477,3.691,1785
235,0.006,255,0,255,255,0.322,1.582,765
236,0.017,255,0,255,255,0.477,4.219,2040
237,0.012,255,0,255,255,0.386,3.164,1530
238,0.010,255,0,255,255,0.477,2.637,1275
239,0.043,255,0,255,255,0.787,11.074,5355
240,0.072,255,0,255,255,1.071,18.457,8925
241,0.048,255,0,255,255,0.825,12.129,5865
242,0.143,255,0,255,255,1.768,36.386,17595
243,0.070,255,0,255,255,0.954,17.929,8670
244,0.048,255,0,255,255,0.825,12.129,5865
245,0.014,255,0,255,255,0.413,3.691,1785
246,0.097,255,0,255,255,1.162,24.785,11985
247,0.004,255,0,255,255,0.193,1.055,510
248,0.037,255,0,255,255,0.863,9.492,4590
249,0.002,255,0,255,255,0.129,0.527,255
250,0.287,255,0,255,255,2.539,73.300,35445
251,0.004,255,0,255,255,0.257,1.055,510
252,0.093,255,0,255,255,1.484,23.730,11475
253,0.223,255,0,255,255,2.502,56.952,27540
254,0.043,255,0,255,255,0.696,11.074,5355
255,0.035,255,0,255,255,0.659,8.965,4335
256,0.031,255,0,255,255,0.643,7.910,3825
257,0.170,255,0,255,255,1.510,43.242,20910
258,0.054,255,0,255,255,0.852,13.711,6630
259,0.027,255,0,255,255,0.605,6.855,3315
260,0.012,255,0,255,255,0.605,3.164,1530
261,0.132,255,0,255,255,1.495,33.750,16320
262,0.056,255,0,255,255,0.889,14.238,6885
263,0.093,255,0,255,255,1.238,23.730,11475
264,0.149,255,0,255,255,1.586,37.968,18360
265,0.012,255,0,255,255,0.413,3.164,1530
266,0.052,255,0,255,255,0.787,13.183,6375
267,0.064,255,0,255,255,1.147,16.347,7905
268,0.120,255,0,255,255,1.238,30.586,14790
269,0.223,255,0,255,255,1.912,56.952,27540
270,0.033,255,0,255,255,0.632,8.437,4080
271,0.002,255,0,255,255,0.129,0.527,255
272,0.070,255,0,255,255,1.120,17.929,8670
273,0.002,255,0,255,255,0.129,0.527,255
274,0.114,255,0,255,255,1.317,29.004,14025
275,0.062,255,0,255,255,0.916,15.820,7650
276,0.023,255,0,255,255,0.670,5.801,2805
277,0.023,255,0,255,255,0.579,5.801,2805
278,0.023,255,0,255,255,0.605,5.801,2805
279,0.116,255,0,255,255,1.741,29.531,14280
280,0.025,255,0,255,255,0.530,6.328,3060
281,0.045,255,0,255,255,0.943,11.601,5610
282,0.031,255,0,255,255,0.594,7.910,3825
283,0.008,255,0,255,255,0.386,2.109,1020
284,0.099,255,0,255,255,1.393,25.312,12240
285,0.019,255,0,255,255,0.670,4.746,2295
286,0.002,255,0,255,255,0.129,0.527,255
287,0.035,255,0,255,255,0.670,8.965,4335
288,0.045,255,0,255,255,0.798,11.601,5610
289,0.023,255,0,255,255,0.605,5.801,2805
290,0.081,255,0,255,255,1.366,20.566,9945
291,0.323,255,0,255,255,2.673,82.264,39780
292,0.149,255,0,255,255,1.521,37.968,18360
293,0.043,255,0,255,255,0.723,11.074,5355
294,0.031,255,0,255,255,0.632,7.910,3825
295,0.116,255,0,255,255,1.805,29.531,14280
296,0.070,255,0,255,255,0.943,17.929,8670
297,0.149,255,0,255,255,1.548,37.968,18360
298,0.019,255,0,255,255,0.477,4.746,2295
299,0.072,255,0,255,255,1.018,18.457,8925
300,0.025,255,0,255,255,0.696,6.328,3060
301,0.002,255,0,255,255,0.129,0.527,255
302,0.079,255,0,255,255,1.082,20.039,9690
303,0.014,255,0,255,255,0.386,3.691,1785
304,0.002,255,0,255,255,0.129,0.527,255
305,0.035,255,0,255,255,0.670,8.965,4335
306,0.060,255,0,255,255,1.071,15.293,7395
307,0.108,255,0,255,255,1.430,27.421,13260
308,0.072,255,0,255,255,0.980,18.457,8925
309,0.023,255,0,255,255,0.541,5.801,2805
310,0.050,255,0,255,255,0.761,12.656,6120
311,0.002,255,0,255,255,0.129,0.527,255
312,0.008,255,0,255,255,0.257,2.109,1020
313,0.002,255,0,255,255,0.129,0.527,255
314,0.002,255,0,255,255,0.129,0.527,255
315,0.004,255,0,255,255,0.193,1.055,510
316,0.029,255,0,255,255,0.605,7.383,3570
317,0.083,255,0,255,255,1.586,21.093,10200
318,0.041,255,0,255,255,0.825,10.547,5100
319,0.105,255,0,255,255,1.200,26.894,13005
320,0.004,255,0,255,255,0.257,1.055,510
321,0.052,255,0,255,255,0.825,13.183,6375
322,0.002,255,0,255,255,0.129,0.527,255
323,0.114,255,0,255,255,1.291,29.004,14025
324,0.043,255,0,255,255,0.825,11.074,5355
325,0.012,255,0,255,255,0.386,3.164,1530
326,0.039,255,0,255,255,0.734,10.019,4845
327,0.072,255,0,255,255,1.340,18.457,8925
328,0.012,255,0,255,255,0.477,3.164,1530
329,0.004,255,0,255,255,0.257,1.055,510
330,0.019,255,0,255,255,0.514,4.746,2295
331,0.004,255,0,255,255,0.193,1.055,510
332,0.058,255,0,255,255,0.916,14.765,7140
