 ,Area,Mean,StdDev,Min,Max,Perim.,IntDen,RawIntDen
1,0.089,255,0,255,255,1.200,22.675,10965
2,0.002,255,0,255,255,0.129,0.527,255
3,0.006,255,0,255,255,0.257,1.582,765
4,0.449,255,0,255,255,3.868,114.432,55335
5,0.019,255,0,255,255,0.605,4.746,2295
6,0.004,255,0,255,255,0.257,1.055,510
7,0.004,255,0,255,255,0.257,1.055,510
8,0.019,255,0,255,255,0.568,4.746,2295
9,0.010,255,0,255,255,0.386,2.637,1275
10,0.017,255,0,255,255,0.477,4.219,2040
11,0.037,255,0,255,255,0.734,9.492,4590
12,0.170,255,0,255,255,1.843,43.242,20910
13,0.004,255,0,255,255,0.257,1.055,510
14,0.043,255,0,255,255,0.734,11.074,5355
15,0.004,255,0,255,255,0.257,1.055,510
16,0.006,255,0,255,255,0.257,1.582,765
17,0.012,255,0,255,255,0.413,3.164,1530
18,0.004,255,0,255,255,0.220,1.055,510
19,0.010,255,0,255,255,0.348,2.637,1275
20,0.010,255,0,255,255,0.348,2.637,1275
21,0.021,255,0,255,255,0.477,5.273,2550
22,0.008,255,0,255,255,0.386,2.109,1020
23,0.021,255,0,255,255,0.477,5.273,2550
24,0.004,255,0,255,255,0.257,1.055,510
25,0.004,255,0,255,255,0.257,1.055,510
26,0.002,255,0,255,255,0.129,0.527,255
27,0.087,255,0,255,255,1.045,22.148,10710
28,0.002,255,0,255,255,0.129,0.527,255
29,0.072,255,0,255,255,0.943,18.457,8925
30,0.002,255,0,255,255,0.129,0.527,255
31,0.002,255,0,255,255,0.129,0.527,255
32,0.006,255,0,255,255,0.257,1.582,765
33,0.081,255,0,255,255,1.136,20.566,9945
34,0.029,255,0,255,255,0.605,7.383,3570
35,0.029,255,0,255,255,0.605,7.383,3570
36,0.199,255,0,255,255,1.639,50.624,24480
37,0.002,255,0,255,255,0.129,0.527,255
38,0.002,255,0,255,255,0.129,0.527,255
39,0.033,255,0,255,255,0.670,8.437,4080
40,0.004,255,0,255,255,0.257,1.055,510
41,0.033,255,0,255,255,0.632,8.437,4080
42,0.021,255,0,255,255,0.514,5.273,2550
43,0.023,255,0,255,255,0.670,5.801,2805
44,0.122,255,0,255,255,1.692,31.113,15045
45,0.008,255,0,255,255,0.257,2.109,1020
46,0.004,255,0,255,255,0.193,1.055,510
47,0.008,255,0,255,255,0.348,2.109,1020
48,0.027,255,0,255,255,0.568,6.855,3315
49,0.176,255,0,255,255,1.612,44.824,21675
50,0.116,255,0,255,255,1.317,29.531,14280
51,0.010,255,0,255,255,0.348,2.637,1275
52,0.023,255,0,255,255,0.514,5.801,2805
53,0.070,255,0,255,255,0.954,17.929,8670
54,0.025,255,0,255,255,0.643,6.328,3060
55,0.017,255,0,255,255,0.541,4.219,2040
56,0.019,255,0,255,255,0.477,4.746,2295
57,0.019,255,0,255,255,0.632,4.746,2295
58,0.004,255,0,255,255,0.193,1.055,510
59,0.029,255,0,255,255,0.568,7.383,3570
60,0.002,255,0,255,255,0.129,0.527,255
61,0.002,255,0,255,255,0.129,0.527,255
62,0.068,255,0,255,255,0.954,17.402,8415
63,0.006,255,0,255,255,0.257,1.582,765
64,0.008,255,0,255,255,0.348,2.109,1020
65,0.244,255,0,255,255,1.848,62.226,30090
66,0.027,255,0,255,255,0.568,6.855,3315
67,0.002,255,0,255,255,0.129,0.527,255
68,0.041,255,0,255,255,0.761,10.547,5100
69,0.031,255,0,255,255,0.605,7.910,3825
70,0.006,255,0,255,255,0.386,1.582,765
71,0.006,255,0,255,255,0.311,1.582,765
72,0.017,255,0,255,255,0.477,4.219,2040
73,0.012,255,0,255,255,0.413,3.164,1530
74,0.081,255,0,255,255,1.007,20.566,9945
75,0.033,255,0,255,255,0.670,8.437,4080
76,0.008,255,0,255,255,0.322,2.109,1020
77,0.014,255,0,255,255,0.413,3.691,1785
78,0.002,255,0,255,255,0.129,0.527,255
79,0.043,255,0,255,255,0.723,11.074,5355
80,0.006,255,0,255,255,0.257,1.582,765
81,0.012,255,0,255,255,0.348,3.164,1530
82,0.002,255,0,255,255,0.129,0.527,255
83,0.002,255,0,255,255,0.129,0.527,255
84,0.002,255,0,255,255,0.129,0.527,255
85,0.025,255,0,255,255,0.568,6.328,3060
86,0.019,255,0,255,255,0.477,4.746,2295
87,0.002,255,0,255,255,0.129,0.527,255
88,0.006,255,0,255,255,0.348,1.582,765
89,0.004,255,0,255,255,0.257,1.055,510
90,0.025,255,0,255,255,0.605,6.328,3060
91,0.002,255,0,255,255,0.129,0.527,255
92,0.056,255,0,255,255,0.825,14.238,6885
93,0.079,255,0,255,255,1.109,20.039,9690
94,0.002,255,0,255,255,0.129,0.527,255
95,0.041,255,0,255,255,0.696,10.547,5100
