"FileName","Nodes","Edges","Length"
"Data/Hela_pmito-mch-FRB_015_004.gnet",2,1,0.45877
"Data/Hela_pmito-mch-FRB_015_004.gnet",2,1,0.44
"Data/Hela_pmito-mch-FRB_015_004.gnet",2,1,0.35836
"Data/Hela_pmito-mch-FRB_015_004.gnet",2,1,0.35836
"Data/Hela_pmito-mch-FRB_015_004.gnet",2,1,0.34967
"Data/Hela_pmito-mch-FRB_015_004.gnet",2,1,0.34664
"Data/Hela_pmito-mch-FRB_015_004.gnet",2,1,0.33
"Data/Hela_pmito-mch-FRB_015_004.gnet",2,1,0.33
"Data/Hela_pmito-mch-FRB_015_004.gnet",2,1,0.33
"Data/Hela_pmito-mch-FRB_015_004.gnet",2,1,0.33
"Data/Hela_pmito-mch-FRB_015_004.gnet",2,1,0.33
"Data/Hela_pmito-mch-FRB_015_004.gnet",2,1,0.33
"Data/Hela_pmito-mch-FRB_015_004.gnet",2,1,0.33
"Data/Hela_pmito-mch-FRB_015_004.gnet",2,1,0.31113
"Data/Hela_pmito-mch-FRB_015_004.gnet",2,1,0.31113
"Data/Hela_pmito-mch-FRB_015_004.gnet",2,1,0.24947
"Data/Hela_pmito-mch-FRB_015_004.gnet",2,1,0.24947
"Data/Hela_pmito-mch-FRB_015_004.gnet",2,1,0.24947
"Data/Hela_pmito-mch-FRB_015_004.gnet",2,1,0.24947
"Data/Hela_pmito-mch-FRB_015_004.gnet",2,1,0.22
"Data/Hela_pmito-mch-FRB_015_004.gnet",2,1,0.22
"Data/Hela_pmito-mch-FRB_015_004.gnet",2,1,0.22
"Data/Hela_pmito-mch-FRB_015_004.gnet",2,1,0.22
"Data/Hela_pmito-mch-FRB_015_004.gnet",2,1,0.22
"Data/Hela_pmito-mch-FRB_015_004.gnet",2,1,0.22
"Data/Hela_pmito-mch-FRB_015_004.gnet",2,1,0.22
"Data/Hela_pmito-mch-FRB_015_004.gnet",2,1,0.22
